run_date,symbol,sector,expiry,dte,spot,return_1m,return_vs_spy_1m,volume_ratio,atm_iv,put_iv,call_iv,raw_skew,normalized_skew,put_delta,call_delta,put_strike,call_strike,put_oi,call_oi,put_volume,call_volume,put_spread_pct,call_spread_pct,quality_score,quality_label,catalyst_flag,days_to_earnings,quadrant,price_source,options_source,skew_change_5obs,skew_change_20obs,skew_percentile,divergence_score,history_observations,research_state,entry_score,signal_reason,in_portfolio
2026-09-02,ASML,Technology,2026-10-16,44.0,1682.300048828125,-0.0172849689916494,-0.0092857419311086,0.7453726828545402,0.4246755066716621,0.4266585955110162,0.4380301346534506,-0.0113715391424343,-0.0267770073003675,-0.2547756681092192,0.2443385576293632,1550.0,1900.0,66.0,92.0,9.0,14.0,0.0413122721749696,0.1627906976744186,31.0,LOW,True,42.0,CONTRARIAN BID,yfinance,yfinance-validated-mid,-0.0488162656114481,,,3.8,5,WATCH,55.0,price/options divergence; call-side skew strengthening; history confirmed,True
2026-09-02,SPY,Unknown,2026-10-16,44.0,765.1599731445312,-0.0079992270605407,0.0,0.7821604217803305,0.1278770614325326,0.1574085744394536,0.1059129154028908,0.0514956590365627,0.4026966092251942,-0.2489044598683805,0.2467246594485504,742.0,789.0,6424.0,1087.0,95.0,150.0,0.2870588235294117,0.2567901234567902,64.2,MEDIUM,False,,FEAR,yfinance,yfinance-validated-mid,0.0095871103956176,,,0.0,8,DON'T ADD,3.0,price weakness and puts agree; medium quote quality; history mature but skew not yet strengthening,False
2026-09-02,QQQ,Unknown,2026-10-16,44.0,709.239990234375,-0.0201837201689978,-0.012184493108457,0.7366451766462473,0.1869181577470758,0.2168854918621381,0.1607257130143337,0.0561597788478044,0.3004511681727347,-0.2543774526253457,0.2589778887966414,680.0,740.0,30143.0,13865.0,6796.0,9950.0,0.0283353010625738,0.0515378221113881,88.7,HIGH,False,,FEAR,yfinance,yfinance-validated-mid,0.017805455727259,,,4.0,8,DON'T ADD,13.0,price weakness and puts agree; high quote quality; history mature but skew not yet strengthening,False
2026-09-02,IWM,Unknown,2026-10-16,44.0,294.010009765625,-0.0255211358838926,-0.0175219088233518,1.3312154806170324,0.1758980341032063,0.208846409252006,0.1502342601510285,0.0586121491009775,0.3332166240504282,-0.2489084974673734,0.2585643548561482,282.0,306.0,20461.0,1662.0,169.0,232.0,0.0243902439024389,0.0343347639484978,91.9,HIGH,False,,FEAR,yfinance,yfinance-validated-mid,0.0046315449610673,,,5.9,8,DON'T ADD,13.0,price weakness and puts agree; high quote quality; history mature but skew not yet strengthening,False
,CL,Portfolio,,,90.0999984741211,-0.0262617565895773,,1.0200189779177309,,,,,,,,,,,,,,,,,N/A,False,,PRICE ONLY,,,,,,,2,HOLD / WATCH,0.0,portfolio coverage available; reliable options skew unavailable,True
,SOUN,Portfolio,,,6.78000020980835,0.041474649989818646,,0.7759466138445674,,,,,,,,,,,,,,,,,N/A,False,,PRICE ONLY,,,,,,,7,HOLD / WATCH,0.0,portfolio coverage available; reliable options skew unavailable,True
,BURU,Portfolio,,,,,,0.0,,,,,,,,,,,,,,,,,N/A,False,,PRICE ONLY,,,,,,,0,HOLD / WATCH,0.0,portfolio coverage available; reliable options skew unavailable,True
,CNX1.L,Portfolio,,,124010.0,0.03600668337510449,,0.8819177955522678,,,,,,,,,,,,,,,,,N/A,False,,PRICE ONLY,,,,,,,0,HOLD / WATCH,0.0,portfolio coverage available; reliable options skew unavailable,True
,CSPX.L,Portfolio,,,827.5499877929688,0.033752585795970846,,0.8447343809585561,,,,,,,,,,,,,,,,,N/A,False,,PRICE ONLY,,,,,,,0,HOLD / WATCH,0.0,portfolio coverage available; reliable options skew unavailable,True
,SSLN.L,Portfolio,,,4582.0,0.1319169960474309,,0.7149366152669673,,,,,,,,,,,,,,,,,N/A,False,,PRICE ONLY,,,,,,,0,HOLD / WATCH,0.0,portfolio coverage available; reliable options skew unavailable,True
